Date,Headline,Summary
AM Joy - 12:33 PM 12/09/2018,"Trump claims vindication in Mueller court filings, experts...","Donald Trump claims that Robert Mueller’s recent court filing in the Russia investigation vindicates the president, but AM JOY guest Nick Ackerman tells Jonathan Capehart filling in for Joy Reid that the filing, ‘absolutely puts Trump right into the..."
MSNBC Live - 8:02 PM 12/08/2018,House testimony from Fmr. FBI Director James Comey released,The House Judiciary Committee released the transcript of former FBI Director James Comey’s closed-door testimony before two House committees. Comey told lawmakers that he ordered an investigation of leaks from an FBI field office based on public...
MSNBC Live - 7:59 PM 12/08/2018,Was Pres. Trump aware of what Manafort and Cohen were doing?,"MSNBC’s Richard Lui talks to former congresswoman Elizabeth Holtzman, who voted to impeach President Richard Nixon. Holtzman says the recent court filings in the Mueller investigation show Trump was firmly involved in the actions of his former campaign..."
MSNBC Live - 7:31 PM 12/08/2018,New Michael Cohen filings by Mueller implicates Pres Trump,"Glenn Kirschner, former prosecutor and MSNBC contributor, tells MSNBC’s Richard Lui that new filings from Special Counsel Robert Mueller show prosecutors have evidence President Trump was complicit in violating campaign finance laws. Also joining the..."
MSNBC Live - 7:19 PM 12/08/2018,President Trump trying to help as Chief of Staff Kelly leaves,"President Trump announced Saturday that John Kelly would be leaving his post as White House Chief of Staff by the end of the year. Trump did not suggest that Kelly was being fired, but reports have described disagreements between Kelly, the president..."
PoliticsNation with Al Sharpton - 6:13 PM 12/08/2018,#MemoToTrump: A Lesson on Temperament,Rev. Al Sharpton’s weekly #MemoToTrump this week dives into how President Trump could learn a thing or two from the legacy and life of the great Nelson Mandela.
MSNBC Live with Alex Witt - 3:22 PM 12/08/2018,Lawyer for undocumented workers at Trump club talks about...,"Trump workers say they were undocumented when hired at Trump's New Jersey property. Attorney: ""She has been receiving phone calls from other workers inside of the golf club."""
MSNBC Live with Alex Witt - 3:22 PM 12/08/2018,Is President Trump in peril? NBC’s Pete Williams look at new...,"Breaking down new and pivotal court filings in the Russia probe and what they mean for President Trump. NBC Justice Correspondent Pete Williams: ""I don't even know whether Mueller even knows when the Mueller investigation will end."""
MSNBC Live with Alex Witt - 3:21 PM 12/08/2018,Former Trump adviser weighs in on whether Cohen will bring...,Former Trump campaign adviser gives his take on the Michael Cohen sentencing memos filed by federal prosecutors in New York and the office of special counsel Robert Mueller....
AM Joy - 2:54 PM 12/08/2018,"Trump nominates William Barr for attorney general, Heather...","Donald Trump has nominated William Barr to become the attorney general, and Heather Nauert to become the U.N. ambassador for the United States. What is behind these choices? Jonathan Capehart in for Joy Reid and his panel discuss."
AM Joy - 2:41 PM 12/08/2018,Comey grilled behind closed doors by House Republicans,"Former FBI director James Comey was grilled behind closed doors by House Republicans, according to reports. Rep. Steve Cohen (D-TN) joins Jonathan Capehart in for Joy Reid to discuss."
AM Joy - 2:31 PM 12/08/2018,Mueller: Manafort lied about interactions with Russians and...,Robert Mueller released documents stating that Paul Manafort lied about certain interactions with Russians and his recent contacts with the Trump administration. Jonathan Capehart in for Joy Reid and his panel discuss.
AM Joy - 2:12 PM 12/08/2018,"Mueller: Russian told Cohen meeting between Trump, Putin could...","A Russian operative told Michael Cohen that a meeting between Donald Trump and Vladimir Putin could have a ‘phenomenal impact’ on a ‘Moscow Project,’ according to documents recently released by Robert Mueller in the Russia investigation. Jonathan..."
AM Joy - 1:56 PM 12/08/2018,Will Congress impeach Trump?,"Will Congress impeach Donald Trump? AM JOY guest Maya Wiley tells Jonathan Capehart, in for Joy Reid, ‘Abuse of authority is grounds for impeachment. Trump has clearly abused his authority.’"
AM Joy - 1:46 PM 12/08/2018,Mueller: Cohen was in touch with Russian seeking ‘synergy’...,"Robert Mueller in his Russia probe states that Michael Cohen was in touch with a Russian seeking ‘synergy’ with the Trump campaign, new documents show. Jonathan Capehart in for Joy Reid and his panel discuss."
MSNBC Live with Alex Witt - 1:33 PM 12/08/2018,Trump confirms chief of staff John Kelly will leave by end of...,President Donald Trump confirmed earlier rumors that White House chief of staff John Kelly will leave his position by the end of the year. Trump said that they will be announcing a replacement or an interim in the near future.
11:46 AM 12/08/2018,Trump resort housekeepers are telling all,What the Trump Organization reportedly said to a housekeeper when she revealed she was undocumented.  MSNBC’s David Gura and a panel of guests discuss.
9:26 AM 12/08/2018,How Nauert’s appointment is really a power play for Pompeo,Democratic strategist Adrienne Elrod explains how President Trump’s appointment of Heather Nauert to the United Nations is really more of a power play for Secretary of State Mike Pompeo.
The 11th Hour with Brian Williams - 11:52 PM 12/07/2018,Trump calls Rex Tillerson 'lazy as hell' & 'dumb as a rock',"Reacting to remarks fmr. Secy. of State Rex Tillerson made about his time in the White House, Trump called Tillerson 'lazy as hell' & 'dumb as a rock.' Andrea Mitchell & Peter Baker react."
The 11th Hour with Brian Williams - 11:44 PM 12/07/2018,What does Mueller's Manafort memo mean for Trump?,"Even though it had plenty of redactions, what can we learn from the memo released by Mueller's team on former Trump campaign boss Paul Manafort? Peter Baker, Joyce Vance, Frank Figliuzzi, & Jeremy Bash discuss."
The 11th Hour with Brian Williams - 11:18 PM 12/07/2018,Trump's own DOJ implicated Trump in a felony in new court docs,"December 7 proved to be a hugely consequential day in the Trump presidency as stunning details are revealed in the Cohen sentencing documents released by investigators. Peter Baker, Joyce Vance, Frank Figliuzzi, & Jeremy Bash all join."
The Last Word with Lawrence O'Donnell - 11:12 PM 12/07/2018,Prosecutors: Cohen committed crimes at the direction of...,"Federal prosecutors have laid out that Donald Trump, known as Individual-1 in court filings, directed Michael Cohen to commit federal campaign finances violations, breaking laws to do so. Lawrence discusses with Ken Dilanian, Jill Wine-Banks, Ron Klain..."
The Last Word with Lawrence O'Donnell - 11:09 PM 12/07/2018,Rep. Cohen: New court docs show Trump's 'criminal enterprise',"Democratic Rep. Steve Cohen (D-TN) reacts to the latest court filings against Michael Cohen and Paul Manafort, including the revelations that Pres. Trump has been implicated in federal crimes. Rep. Cohen lays out his stance on impeachment in light of..."
The Rachel Maddow Show - 9:59 PM 12/07/2018,A tale of two Michael Cohens (and two sentencing memoranda),"Lawrence O'Donnell talks with Rachel Maddow about the contrast in how Michael Cohen behaved toward, and was regarded by, Robert Mueller and federal prosecutors for the Southern District of New York."
The Rachel Maddow Show - 9:57 PM 12/07/2018,Michael Cohen caught off guard by SDNY lashing in sentencing memo,"Emily Jane Fox, senior reporter for Vanity Fair, talks with Rachel Maddow about how Michael Cohen reacted to the sentencing memos filed by federal prosecutors and why he may have thought his cooperation with Robert Mueller would have more sway with SDNY."
The Rachel Maddow Show - 9:51 PM 12/07/2018,Cohen failure to come clean to SDNY incurs wrath of prosecutors,"Daniel Goldman, former assistant U.S. attorney for the Southern District of New York, talks with Rachel Maddow about why the Michael Cohen sentencing memo from SDNY was so much harsher than the one from special counsel Robert Mueller."
The Rachel Maddow Show - 9:37 PM 12/07/2018,Mueller's Cohen filing points to Trump's role in criminal scheme,"Rachel Maddow reports on the contents of Robert Mueller's sentencing memorandum for Michael Cohen, including the revelation that the Trump Tower Moscow dead was worth hundreds of millions of dollars, Donald Trump was aware of it, and Mueller's prosecutors"
All In with Chris Hayes - 9:09 PM 12/07/2018,Dems may have to consider impeachment before they wanted,There seems to be enough evidence right now that not only suggests that the president acted in a way contrary to the interest of the country but that he committed a crime.
The Rachel Maddow Show - 9:00 PM 12/07/2018,Mueller: Manafort lying and lying about lying; SDNY rips Cohen,"Rachel Maddow reports on two of three major new court filings in the Trump-Russia scandal. In the first, Robert Mueller outlines how former Trump campaign chair Paul Manafort breached his cooperation agreement by lying. In the second, federal SDNY"
All In with Chris Hayes - 8:59 PM 12/07/2018,Castro: Congress has to be able to talk impeachment,"Congress ""has to be"" in a position to talk about impeachment, despite the sobering implications, said Rep. Joaquin Castro."
All In with Chris Hayes - 8:31 PM 12/07/2018,New court filings implicate Trump in felony,Prosecutors say the president directed Michael Cohen to make illegal hush money payments. And then there's the Russia stuff.
Hardball with Chris Matthews - 7:48 PM 12/07/2018,Sen. Blumenthal: Walls are closing in on Trump,"The Mueller filing says Cohen also offered a detailed account of the effort to build a Trump Tower in Moscow as well as information about Russia-related matters ""core to (the special counsel) investigation"" that he obtained from Trump Organization"
Hardball with Chris Matthews - 7:44 PM 12/07/2018,Dilanian: Mueller findings suggest Trump reached out to Russians,"New filings by Mueller show that Michael Cohen has provided significant assistance to special counsel Robert Mueller's investigation, including details about contacts between Trump aides and Russia."
The Beat With Ari Melber - 7:43 PM 12/07/2018,"Legal Experts: Mueller, feds just upped Trump’s 'legal exposure'","Ari Melber breaks down how a new filing from the Southern District of New York in their case against Michael Cohen “really hammers” Trump’s former lawyer, with prosecutors alleging Cohen did not cooperate enough and should get substantial prison time...."
Hardball with Chris Matthews - 7:27 PM 12/07/2018,Rep. Lieu: We have a President who committed 2 felonies while...,"Federal prosecutors in New York have accused the President of criminal violation of the federal campaign laws. They say Trump ""directed"" lawyer Michael Cohen to cover-up a campaign contribution."
The Beat With Ari Melber - 7:23 PM 12/07/2018,Fmr. DOJ official: Feds Saying Trump 'committed a felony',Special Counsel Mueller says Michael Cohen has been helpful to the Russia investigation as prosecutors in New York say Cohen deserves years in jail for his financial crimes. Former U.S. Acting Solicitor General tells Ari Melber that in the new filing...
The Beat With Ari Melber - 7:21 PM 12/07/2018,Revealed: Michael Cohen gave Mueller crucial 'Russia-related'...,"A new filing from Special Counsel Mueller reveals key information about the Russia probe, including how Russian money and Russian “sourcing” are core to the investigation. Mueller reveals the Russian Government “assisted” Michael Cohen in a secret..."
Hardball with Chris Matthews - 7:15 PM 12/07/2018,Cohen told Mueller about contacts between Trump aides and Russia,"President Donald Trump's former lawyer Michael Cohen has provided significant assistance to special counsel Robert Mueller's investigation, including details about contacts between Trump aides and Russia, according to court documents released Friday."
The Beat With Ari Melber - 6:31 PM 12/07/2018,Mueller filing says Manafort lied about contacts with Trump...,"In Special Counsel Robert Mueller’s latest filing in the Paul Manafort case on Friday, a report reveals that Manafort lied about his contacts with President Trump’s administration officials, in addition to other findings of false statements."
MTP Daily - 5:54 PM 12/07/2018,The political ramifications of Cohen's sentencing memos,The MTP Daily panel discusses how Congress and Trump's base will respond to the Cohen memos and new information about Trump's conduct during the 2016 election.
Steve Benen The Rachel Maddow Show - 5:30 PM 12/07/2018,"Friday's Mini-Report, 12.7.18",Today's edition of quick hits.
Deadline: White House - 5:26 PM 12/07/2018,Prosecutors in New York file sentencing memo for Michael Cohen,"Watch coverage of the development that prosecutors have filed the sentencing memo for Ex-Trump Lawyer, Michael Cohen."
Steve Benen The Rachel Maddow Show - 4:30 PM 12/07/2018,"Doing himself no favors, Trump lashes out at 'dumb' former cabinet sec","Trump promised to surround himself ""only with the best and most serious people"" in the White House. How's that working out?"
4:28 PM 12/07/2018,Trump Adviser: 'Absolutely will be recession 'at some point',"Chair of the Council of Economic Advisers Kevin Hassett says there will be a recession at “some point,” but disagrees with economists who say the economy is slowing down right now."
4:26 PM 12/07/2018,How important is a Chief of Staff to Trump?,"MSNBC Contributor & author of “The Gatekeepers” Chris Whipple joins Ali Velshi to discuss John Kelly’s time in the White House, and what President Trump may be looking for in his next pick."
2:18 PM 12/07/2018,The GOP's plan to destroy Obamacare might leave millions...,"Obamacare enrollment is way down this year because the Trump administration pulled money for marketing. Stephanie Ruhle and Ali Velshi are joined by former Acting Administrator for the Centers for Medicare and Medicaid Services, Andy Slavitt, to discuss"
2:17 PM 12/07/2018,Nick Ayers rumored to replace John Kelly as chief of staff,"In President Trump’s latest move in shaking up his cabinet, Chief of Staff John Kelly is rumored to be leaving – with Nick Ayers waiting in the wings. Stephanie Ruhle and Ali Velshi break down who these men are and what might be next for them. NBC’s Geoff"
2:15 PM 12/07/2018,Who is Heather Nauert?,Heather Nauert is President Trump’s new pick for U.S. Ambassador to the United Nations. Stephanie Ruhle and Ali Velshi look at her experience and potential new role.
2:15 PM 12/07/2018,Who is Jeff Sessions’ replacement for Attorney General?,President Trump has nominated William Barr to replace Attorney General Jeff Sessions permanently. Watch Ali Velshi and Stephanie Ruhle break down Barr’s previous work experience and why the president might have chosen him. Weighing in: NBC News Justice
Steve Benen The Rachel Maddow Show - 2:05 PM 12/07/2018,GOP senator: Stop nominating people with 'questionable records on race',"Why does it fall on the Senate's only black Republican to balk at Trump nominees with ""questionable track records on race""?"
1:47 PM 12/07/2018,What are the three major Mueller documents being filed today?,Three major documents are about to be filed in federal court today in relation to Special Counsel Robert Mueller’s investigation. Stephanie Ruhle and Ali Velshi explain how they could tell us more about how President Trump might be tied to the men who
1:20 PM 12/07/2018,Women say Trump employs undocumented immigrants at his golf club,"President Trump continues his tough talk about controlling the flow of migrants in the U.S., but the New York Times reveals housekeepers who have worked at his Bedminster, New Jersey golf club say they were undocumented when hired. NBC's Kate Snow sat"
1:10 PM 12/07/2018,Should recent stock market activity worry President Trump’s re...,"After a roller coaster week for the markets, the latest jobs report showed a slight slowdown, but unemployment remained at a five decade low of 3.7 percent. CNBC Contributor Ron Insana joins Craig Melvin to break it all down."
Steve Benen The Rachel Maddow Show - 12:44 PM 12/07/2018,Why Trump's choice for the new attorney general is so controversial,"For opponents of the Trump administration, William Barr is arguably an even worse choice for attorney general than Jeff Sessions."
Steve Benen The Rachel Maddow Show - 12:00 PM 12/07/2018,"Friday's Campaign Round-Up, 12.7.18",Today's installment of campaign-related news items from across the country.
11:22 AM 12/07/2018,Pete Williams: Trump’s AG nominee William Barr would be...,NBC's Pete Williams breaks down President Trump's nomination of William Barr for US attorney general. He previously served as attorney general under former President George H.W. Bush. Matthew Whitaker is serving as the acting AG after Jeff Sessions
Steve Benen The Rachel Maddow Show - 11:20 AM 12/07/2018,Billionaire's support for EPA's Pruitt was 'believed to be in cash',"Scott Pruitt's resignation from the EPA was welcome, but there should still be an accounting of his actions."
Steve Benen The Rachel Maddow Show - 10:48 AM 12/07/2018,Tillerson: Trump's instructions were often at odds with the law,"According to the former secretary of state, the president ""often"" asked him to pursue a foreign policy that was at odds with American law."
MSNBC Live with Stephanie Ruhle - 10:18 AM 12/07/2018,Trump lashes out on Twitter ahead of big day in Russia probe,"In what is expected to be an eventful day for Special Counsel Robert Mueller’s investigation, Stephanie Ruhle is joined by former federal prosecutor Cynthia Alksne and Former Justice Department Chief Spokesperson Matthew Miller to discuss President Trump"
Steve Benen The Rachel Maddow Show - 10:09 AM 12/07/2018,Trump to nominate former Fox personality for United Nations post,Heather Nauert wasn't exactly qualified for her State Department job. Now Trump wants the former Fox host to be the U.S. ambassador to the United Nations.
MSNBC Live with Stephanie Ruhle - 9:14 AM 12/07/2018,Chief of staff John Kelly expected to resign in coming days,"According to four sources, White House chief of staff John Kelly is expected to resign from his position in the coming days. Kelly has been in the post since July 2017 when he replaced former chief of staff Reince Priebus."
Morning Joe  - 8:13 AM 12/07/2018,John Brennan: Trump showing us he's incompetent,Former CIA Director John Brennan discusses the Mueller probe and new court filings expected Friday. Brennan also reacts to new Trump tweets about the Mueller probe. Fmr. Chief WH Domestic Policy Adviser Stuart Eizenstat also joins the discussion.
Morning Joe  - 7:30 AM 12/07/2018,Trump concludes Mueller probe tweet series,"Trump appears to wrap up his Twitter thoughts on the Mueller probe with a remark about DOJ official Bruce Ohr and his wife, who he misnames."
Morning Joe  - 7:12 AM 12/07/2018,Trump goes after Mueller probe in Friday tweets,"Ahead of new court filings due today from the special counsel's office, the president is up and tweeting Friday morning about Robert Mueller and 'Leakin' Lyin' James Comey."
Morning Joe  - 6:55 AM 12/07/2018,No WH plans for confronting Mueller report: Atlantic,"The Trump Administration has no plan in place for responding to special counsel's findings, according to new reporting in The Atlantic. The Morning Joe panel discusses."
Morning Joe  - 6:51 AM 12/07/2018,"New court filings due today in Manafort, Cohen cases",The special counsel's office is expected to reveal new details in the Russia investigation due to court filing deadlines. The Morning Joe panel discusses.
The 11th Hour with Brian Williams - 12:35 AM 12/07/2018,What will the next batch of Mueller documents mean for Trump?,"More Russia probe documents are expected from Mueller’s team on Friday and could reveal more about what the investigation could mean for the president. Daniel Goldman, Mimi Rocah, & Philip Rucker join to discuss."
The 11th Hour with Brian Williams - 11:49 PM 12/06/2018,Will new Mueller docs show Russia probe is nearing an end?,More documents on Manafort and Cohen are expected from Mueller on Friday. We talk to Chuck Rosenberg & Mieke Eoyang about what this could tell us about Mueller's investigation and whether it's nearing an end.
The 11th Hour with Brian Williams - 11:41 PM 12/06/2018,NYT: Trump miffed that focus shifted to Bush 41 & away from him,A New York Times report indicates that the president was upset as the focus in Washington this week turned to fmr. Pres. George H.W. Bush's funeral services. Tim O'Brien joins to discuss that & more.
The Last Word with Lawrence O'Donnell - 11:24 PM 12/06/2018,NBC News: Trump lawyers resume discussions with Mueller,"President Trump's legal team has started talking again with Mueller. It's the first series of conversations since Trump submitted his written answers to Mueller's questions. Plus, The Atlantic reports the W.H. has no plan to counter Mueller's final..."
The Last Word with Lawrence O'Donnell - 10:59 PM 12/06/2018,Lawrence: Trump will 'have a lot to lie about' in 2020,"President Trump reportedly tells advisers he doesn't care about the national debt despite running on eliminating the debt. Lawrence explains why ""Trumponomics are closing in"" on the president."
The Rachel Maddow Show - 9:45 PM 12/06/2018,Klobuchar: Whitaker a 'walking conflict of interest',Senator Amy Klobuchar talks with Rachel Maddow about why it's important for Donald Trump to nominate an actual attorney general candidate that the Senate can confirm to take the place of acting-attorney general Matt Whitaker.
The Rachel Maddow Show - 9:38 PM 12/06/2018,"Benczkowski, former Alfa Bank lawyer, recuses from Mueller cases","Rachel Maddow reports on Brian Benczkowski recusing himself from all matters related to the Mueller investigation. Benczkowski, who was a lawyer for Russia's Alfa Bank before being named by Donald Trump to head the DOJ's criminal division, was less clear"
All In with Chris Hayes - 9:23 PM 12/06/2018,Trump's economy fails by his own metrics,"Donald Trump loves to tout his success in two key metrics, the stock market and trade deficits. He is failing by both."
The Rachel Maddow Show - 9:03 PM 12/06/2018,Multiple facets of Trump-Russia scandal reach benchmark moments,"Rachel Maddow reviews the slew of events expected on Friday in court cases related to the Trump-Russia scandal, with other major developments apparently in the offing."
Deadline: White House - 8:31 PM 12/06/2018,Did Saudi Arabia use veterans to funnel money to Trump?,"WaPo's David Fahrenthold discusses his reporting surrounding Trump businesses and Saudi Arabia's payment for hundreds of rooms at Trump's DC hotel. NYT's Bret Stephens & Nick Confessore, MSNBC analyst Elise Jordan & MSNBC contributor Eddie Glaude also..."
Deadline: White House - 8:23 PM 12/06/2018,Help Wanted: Trump admin still struggling to fill key jobs,"NYT's Bret Stephens & Nick Confessore, MSNBC analyst Elise Jordan & MSNBC contributor Eddie Glaude on the increasing struggle to fill key jobs throughout the Trump administration"
The Beat with Ari Melber - 8:07 PM 12/06/2018,Watch Paul Ryan own himself for growing the deficit,"Ari Melber’s special report on Speaker Paul Ryan, reflects on his 20 year career in Congress in his final weeks as Speaker of the House. Melber breaks down that despite Ryan building a career on claims of fiscal discipline, promising to reduce the..."
The Beat With Ari Melber - 8:02 PM 12/06/2018,"Sean Hannity thinks snitching is good, except for Trump witnesses","President Trump’s close adviser, Sean Hannity, is publicly telling witnesses in the Mueller probe to withhold information about crimes that were committed. Ari Melber breaks down how this is a stark departure for Hannity, who previously criticized the..."
The Beat With Ari Melber - 8:01 PM 12/06/2018,Trump co-author on bombshell housekeeper report: He’s 'shallow',"Co-author of Trump’s “Art of the Deal”, Tony Schwartz, joins Ari Melber to discuss stock market turbulence as Trump’s erratic comments about trade cause mass uncertainty. Schwartz tells Ari Melber that if markets continue to deteriorate, Trump will..."
Hardball with Chris Matthews - 7:37 PM 12/06/2018,WaPo: Saudi Lobbyist paid for rooms at Trump hotel after 2016...,According to the Washington Post: Saudi-backed lobbyists paid for 500 rooms at the President's hotel here in Washington in just three months - after the 2016 election.
Hardball with Chris Matthews - 7:27 PM 12/06/2018,NC-9 Dem Candidate rescinds concession amid voter fraud scandal,"North Carolina’s board of elections has launched an investigation into irregularities with absentee ballots in the 9th Congressional District. The Democratic challenger, Dan McCready, has rescinded his concession and called for his opponents to “tell us"
Hardball with Chris Matthews - 7:10 PM 12/06/2018,Atlantic: White House ‘winging it’ on response to Mueller,"With the Special Counsel breathing down the President's neck, Trump resumed his attacks on the investigation after a brief hiatus."
The Beat With Ari Melber - 6:28 PM 12/06/2018,Dem Rep: I expect Roger Stone to be indicted for lying to...,"Rep. Joaquin Castro tells Ari Melber he expects Roger Stone to be indicted for lying to Congress. Castro says ""I think everybody in that room had the sense"" that Stone ""perjured himself that day""."
MTP Daily - 5:49 PM 12/06/2018,Lawsuit accuses Trump of violating emoluments clause,Maryland Attorney General Brian Frosh joins to discuss the lawsuit accusing Trump of violating the emoluments clause.
MTP Daily - 5:43 PM 12/06/2018,"Maryland AG: 'If [Trump's] getting money from Saudi Arabia, he...",Maryland Attorney General Brian Frosh explains why his lawsuit claims Trump is violating the emoluments clause by taking any payments from foreign governments.
Steve Benen The Rachel Maddow Show - 5:30 PM 12/06/2018,"Thursday's Mini-Report, 12.6.18",Today's edition of quick hits.
4:30 PM 12/06/2018,Is Trump’s tariff war expediting a recession?,"President Obama’s Council of Economic Advisers Chair, Austan Goolsbee, tells Ali Velshi that he thinks President Trump is sending the U.S. towards a recession. He also outlines what he thinks needs to happen to get China trade talks back on track."
2:44 PM 12/06/2018,Saudis spending money at Trump hotels violates the Constitution,Watch Ali Velshi explain new details on Saudi spending at the Trump International Hotel in Washington and how they tie into a major suit accusing Donald Trump of profiting from the presidency and violating the constitution. Executive Director of “Citizens
Steve Benen The Rachel Maddow Show - 12:49 PM 12/06/2018,"Despite election-fraud scandal, North Carolina advances voter-ID bill","North Carolina's Republicans aren't addressing the election fraud that does exist, instead they're addressing the voter fraud that doesn't exist."
12:34 PM 12/06/2018,"Democrats are already gearing up for 2020, but is it too early?","Julianna Smoot, Former Deputy Campaign Manager and Deputy Assistant to President Obama, reacts to news of 30 to 40 potential Democratic candidates looking to run for President in 2020: ""It just goes to show that these elections are important, and the more"
MSNBC Live with Stephanie Ruhle - 12:02 PM 12/06/2018,Anxiety about a possible economic slowdown roiling markets,Fear and anxiety are being felt on Wall Street and across the country. Stephanie Ruhle breaks down how uncertainty about China and President Trump has been taking bites out of your savings and why it looks like it is going to get even worse.
MSNBC Live with Stephanie Ruhle - 11:56 AM 12/06/2018,Wash Post: Saudi lobbyist paid for 500 rooms at Trump hotel,Senators on both sides of the aisle are furious at the White House after receiving a briefing from the CIA on the murder of Jamal Khashoggi. Stephanie Ruhle breaks down this reaction and the simultaneous report that Saudi-funded lobbyists paid for 500
Steve Benen The Rachel Maddow Show - 11:06 AM 12/06/2018,Answering Mueller's questions may not have been 'easy' after all,"Trump last month: ""I have answered [Mueller's questions] very easily."" Giuliani this month: ""Answering those questions was a nightmare."""
Steve Benen The Rachel Maddow Show - 10:40 AM 12/06/2018,Giuliani changes direction on report to counter Mueller,"Rudy Giuliani promised to release a ""counter-report"" that would push back against Robert Mueller's allegations. Whatever happened to that?"
Morning Joe  - 10:37 AM 12/06/2018,What is Trump's approach to foreign policy?,The Eurasia Group's Ian Bremmer discusses George H.W. Bush's legacy as well as President Trump's approach to foreign policy.
Steve Benen The Rachel Maddow Show - 10:01 AM 12/06/2018,Lindsey Graham underwhelmed by Michael Flynn's felonies,"In response to Michael Cohen's and Michael Flynn's crimes, Lindsey Graham used the same line to dismiss their relevance."
Morning Joe  - 9:56 AM 12/06/2018,The power presidents have in a national emergency,More than 100 special provisions are available to a president should they declare a national emergency. What are these provisions? Liza Goitein of the Brennan Center for Justice joins Morning Joe to discuss.
Steve Benen The Rachel Maddow Show - 9:20 AM 12/06/2018,"A month later, scale of Dems' victory appears even more impressive","The day after Election Day, Democrats had plenty to brag about. A month later, the scope of their victory looks even better."
Steve Benen The Rachel Maddow Show - 8:40 AM 12/06/2018,Leading Trump media ally: 'Don't talk to the FBI',"On the one hand, we see Trump praising those who refuse to cooperate with an investigation. On the other hand, we see Hannity saying, ""Don't talk to the FBI."""
Steve Benen The Rachel Maddow Show - 8:00 AM 12/06/2018,Trump's hotel profited from clumsy Saudi-backed lobbying campaign,"""I have nothing to do with Saudi Arabia,"" Trump recently declared. ""I couldn't care less."" The money his hotel received from the Saudis suggests otherwise."
Morning Joe  - 7:23 AM 12/06/2018,"Senators get tough on MBS, but will Trump listen?","A bipartisan group of senators has introduced a resolution condemning Mohammed bin Salman for being 'complicit' in the killing of Jamal Khashoggi, according to reports."
The 11th Hour with Brian Williams - 11:47 PM 12/05/2018,Here's why Trump is reportedly not worried about national debt,The Daily Beast reports that Donald Trump has brushed off concerns from his staff about the ballooning national debt. The report states the reason has a lot to do with term limits. Kimberly Atkins & Sabrina Siddiqui discuss.
The 11th Hour with Brian Williams - 11:37 PM 12/05/2018,"How Flynn, a one-time Trump confidant, ended up flipping on Trump",How did Flynn go from chanting 'Lock her up!' at Trump's convention to flipping on his former boss to Robert Mueller's team? We talk to Greg Miller of The Washington Post.
The 11th Hour with Brian Williams - 11:16 PM 12/05/2018,Maya Wiley: If I'm Trump I'm losing sleep & dreaming stripes.,Former Assistant U.S. Attorney Maya Wiley reacts to what we've learned from Mueller's memo on Michael Flynn's sentencing.
The 11th Hour with Brian Williams - 11:15 PM 12/05/2018,How worried is Trump's White House after latest move by Mueller?,"As the shadow of Mueller's Russia investigation grows longer, how concerned should the Trump White House be? We discuss the latest reporting & political reaction with Maya Wiley, Jeremy Bash, & Michael Crowley."
The Last Word with Lawrence O'Donnell - 10:55 PM 12/05/2018,Trump faces Obama for first time after warning not to hire Flynn,"Hours after Mueller released new details about Michael Flynn's cooperating agreement, Trump had to face Obama for the first time since the former president had warned him not to hire Flynn for his national security team. Lawrence discusses that and..."
The Last Word with Lawrence O'Donnell - 10:54 PM 12/05/2018,McMullin: Khashoggi also critical of Trump,Some Republicans are breaking with Trump to introduce a resolution that condemns the Saudi Crown Prince for the murder of journalist Jamal Khashoggi even though Trump has remained publicly skeptical. Evan McMullin points out that Khashoggi was also...
The Rachel Maddow Show - 9:40 PM 12/05/2018,Desire to lift Russia sanctions common with Trump scandal players,"Rep. Adam Schiff talks with Rachel Maddow about whether the installation of Matthew Whitaker as acting-attorney general affected the timing of Robert Mueller's actions, and remarks on all the ways that Russian sanctions are a theme through the many facets"
The Rachel Maddow Show - 9:26 PM 12/05/2018,"Flynn oddly immune from Trump wrath, even after Mueller memo","Rachel Maddow points out the abuse Donald Trump has heaped on the Robert Mueller investigation and anyone who has cooperated with it, and yet Trump has never said a discouraging word about Michael Flynn, even after court documents made clear the extent of"
The Rachel Maddow Show - 9:18 PM 12/05/2018,Prosecutors turn up heat on Manafort-tied lobbying firms: AP,"Rachel Maddow relays news from the AP that prosecutors are ""ramping up"" their investigation into two major Washington lobbying firms with ties to former Trump campaign manger Paul Manafort."
The Rachel Maddow Show - 9:08 PM 12/05/2018,Movement in Butina case eyed for potential Trump-Russia news,"Rachel Maddow reports on new developments in the case of accused Russian spy Maria Butina, including attention on her boyfriend, Republican consultant Paul Erickson, that could portend news regarding Russia's efforts to influence American politics,"
All In with Chris Hayes - 8:51 PM 12/05/2018,"Rudy Giuliani, cybersecurity expert","Rudy Giuliani, cybersecurity expert, seems to be having trouble with cyber security."
All In with Chris Hayes - 8:51 PM 12/05/2018,Saudis spend big on Trump Hotel,Washington Post reports Saudi-funded lobbyists paid for an estimated 500 rooms at President Trump's D.C. hotel in the months following his election.
Hardball with Chris Matthews - 8:00 PM 12/05/2018,Matthews: Beto O’Rourke should run for President,"A lot of candidates are going to run for the Democratic nomination for President, Chris thinks Beto should be one of them."
