Date,Headline,Summary
"Jan 31, 2019",FOX NEWS FIRST: Governor slams infanticide charge in abortion bill uproar; Schumer wants intervention on Trump,"Plus, shutdown negotiators remain divided over the wall"
"Jan 31, 2019",Family of Navy cryptologist killed in Syria says regulation forced her deployment,The family of a Navy cryptologist who was killed in Syria earlier this year in a suicide bombing is fighting an obscure regulation they say derailed her education plans and ultimately led to her fifth combat deployment in the war-torn country.
"Jan 31, 2019",Howard Schultz says he has no intention of being a spoiler in 2020,"TEMPE, AZ — Howard Schultz just can’t shake The Question. Once again Wednesday, he had to explain he does not want to be a spoiler who gives President Trump a second term."
"Jan 31, 2019","Peter Navarro: Trump is keeping his promise to buy American, hire American",President Trump will sign an executive order Thursday to increase Buy American preferences for federally funded infrastructure projects.
"Jan 31, 2019","Hey, Democrats, you're roasting Howard Schultz when you should be working hard to find a centrist candidate",Democrats are terrified that an independent presidential candidacy by Howard Schultz could give President Trump a victory in a 2020 re-election bid.
"Jan 31, 2019",Venezuela's Maduro is feeling the heat both inside and outside his country. Here's the big question now,"For a socialist strongman, Maduro is looking very weak indeed. Here is why he may not stand much longer."
"Jan 31, 2019",Trump at war with his own intel chiefs as divide deepens,"Trump's appointees and congressional Republicans seem to be more openly challenging the president, at least on foreign policy."
"Jan 31, 2019","Trump may nominate former Wyoming lawmaker for Interior post, succeeding Zinke: report","Former U.S. Rep. Cynthia Lummis has emerged as a serious contender to become President Trump’s next interior secretary, according to reports."
"Jan 30, 2019",Ex-Maine governor says taking resources from citizens for asylum seekers is a big mistake,"Portland, Maine's largest city, has long been welcoming to immigrants, but a local official said their local resources are unable to keep up with the influx of asylum seekers."
"Jan 30, 2019","Trump needs intervention on intelligence, Schumer writes in letter to Coats","Sen. Chuck Schumer, D-N.Y., called on Dan Coats-- the director of National Intelligence-- to stage an intervention with President Trump after the president took the unusual move Wednesday to criticize his intelligence chiefs on Twitter as being ""naive"" when it comes to the dangers of Iran. "
"Jan 30, 2019",Cornyn warns Texas Republicans against complacency ahead of 2020,"Texas Republicans have their work cut out for them if they hope to maintain the party’s dominance there, according to the state’s senior U.S. senator."
"Jan 30, 2019",Judge Andrew Napolitano: An American nightmare,"the current, unreal world -- where politics deeply infuse law enforcement -- prosecutors use brute force to send a message of terror to innocent defendants. Like all defendants at the time of arrest, Roger Stone is innocent until proven guilty beyond a reasonable doubt."
"Jan 30, 2019",Tucker Carlson and pro-choice advocate have heated debate on Virginia abortion bill,Tucker Carlson and pro-choice advocate Monica Klein got into a heated debate Wednesday during a discussion on “Tucker Carlson Tonight” about a proposed Virginia abortion bill that would allow late-term abortions.
"Jan 30, 2019",MSNBC’s Chris Matthews questions whether climate change leads to illegal immigration,"MSNBC ""Hardball"" host Chris Matthews brought on liberal TV scientist Bill Nye the Science Guy on Wednesday night to discuss climate change and its potential ties to illegal immigration."
"Jan 30, 2019",Former Maine governor on what liberalism does to our country,"Guests: Bill Donohue, Chris Hahn, Dan Bongino, Paul LePage, Chris Christie"
"Jan 30, 2019",Pompeo: The quest for freedom is on in Venezuela,"Guests: Allie Beth Stuckey, Lindsey Graham, Mike Pompeo"
"Jan 30, 2019","Weapons-grade plutonium was secretly shipped from South Carolina to Nevada, Department of Energy says",The U.S. Department of Energy revealed on Wednesday that it secretly shipped weapons-grade plutonium from South Carolina to a nuclear security site in Nevada months ago despite the state’s protests.
"Jan 30, 2019",Sarah Sanders says God 'wanted Donald Trump to become president',"White House press secretary Sarah Sanders on Wednesday that she believes a higher power wanted her boss, Donald Trump, to be elected president."
"Jan 30, 2019",Is the FBI politically motivated?,"Guests: Lisa Boothe, Monica Klein, Jonathan Morris, Nicole Malliotakis, Ethan Bearman, Devin Nunes, Robert Woodson, Marco Rubio"
"Jan 30, 2019",Trump slams Virginia Democrats over 'terrible' abortion stance,"President Trump criticized a proposed Virginia law that would allow women to terminate a pregnancy up to the moment before birth, calling it ""terrible"" and promising it would ""lift up the whole pro-life movement like maybe it’s never been lifted up before."""
"Jan 30, 2019",Gutfeld on Bloomberg’s advice for Democrats,Former New York City Mayor Mike Bloomberg is warning Democrats not to go to the extreme far left. He''s preaching common sense. But he's really boring and doesn't have charisma.
"Jan 30, 2019","Pompeo confident of Trump-Kim summit in February, tells Fox News he's helping lay groundwork","Secretary of State Mike Pompeo revealed he's started laying the groundwork for a second top-level summit between the United States and North Korea, telling Fox News on Wednesday night that “we’ll have a summit” by the end of February."
"Jan 30, 2019",Sam Adams' new beer honors Patriots quarterback Tom Brady,"Guests: Matt Bevin, Holly Schepisi, Rachel Madley, Robert Pacicco, Jessie Fields, Donna Wilson, Gene Zannetti"
"Jan 30, 2019",White House explains Trump-Putin encounter at G20,"The White House said Wednesday night that a conversation between President Trump and Russian President Vladimir Putin at the G20 summit in Buenos Aires this past November did not constitute an ""official meeting."""
"Jan 30, 2019",Trump haters flipping their lids over MAGA hats,Trump opponents are telling us we shouldn't wear Make American Great Again hats. Ignore them.
"Jan 30, 2019",Proposals allowing late-term procedures spark outrage,"Guests: Amy Walter, Tom Bevan, Marc Thiessen"
"Jan 30, 2019","Northam draws ire, claims of infanticide",Where did this come from?
"Jan 30, 2019",Ranking Judiciary Committee Republican wants FBI to explain use of force in Stone arrest,"Rep. Doug Collins, R-Ga., the ranking Republican on the House Judiciary Committee, sent a FBI director Christopher Wray on Wednesday, questioning the law enforcement agency’s tactics when arresting Roger Stone, a longtime adviser and confidant of President Donald Trump, last week at his Florida home."
"Jan 30, 2019",Media melts down after top intelligence officials contradict President Trump,"Guests: Trump's media critics go wild after intel chiefs contradict the president's statements on Iran, ISIS and North Korea during Senate testimony; reaction and analysis on 'The Five.'"
"Jan 30, 2019","Fox News Poll: Trust in judicial, executive branches drops; RBG most popular justice","The U.S. Supreme Court has been the most trusted branch of government among voters for more than a decade -- and while that still holds true, faith in the court is now near its lowest. In addition, the number saying the executive branch is their most trusted stands at a new low."
"Jan 30, 2019",Inslee urges Schultz not to spoil 2020 race; says helping Trump win is ‘inexcusable’,"Washington Gov. Jay Inslee is the latest influential force in Democratic politics to oppose former Starbucks CEO Howard Schultz’s prospective presidential bid, insisting that an independent run unintentionally would help President Trump win another four years in office."
"Jan 30, 2019","Fleischmann on bipartisan border security meeting: We heard few absolutes, both parties are being flexible","Guests: Danielle DiMartino Booth, Chuck Fleischmann, Jenna Ellis, Rashad Richey, John Thune, JanetteNesheiwat, Phil Flynn, Sally Schulze"
"Jan 30, 2019",Bakers finding themselves in hot water over politics in their pastries,"Since the election of President Trump, a growing number of bakers across the country have been serving up controversy with their cookies. And now many customers are leaving with a bad taste in their mouth."
"Jan 30, 2019",Stuart Varney: How long are we going to tolerate the sliming of decent people?,"After their failure to prevent the elevation of Justice Brett Kavanagh to the Supreme Court, the left is now going after Neomi Rao, who is the Trump administration's nominee to the important D.C. Circuit Court of Appeals."
"Jan 30, 2019","Bipartisan committee begins border security talks, still divided over physical barrier","A bipartisan committee of House and Senate lawmakers met for the first time on Wednesday afternoon, aiming to work out a deal on border security. But Democrats and Republicans both dug in over whether new physical barriers are a necessary element."
"Jan 30, 2019","Schultz says Dems pushing ‘false narrative’ with big-spending promises, 'overreacting’ to 2020 talk","Former Starbucks CEO Howard Schultz, in an interview Wednesday with Fox News, accused Democrats of pushing a ""false narrative"" with unrealistic promises of free college, government health care and more -- while firing back at critics who say his possible independent presidential run would boost President Trump. "
"Jan 30, 2019",‘Medicare-for-all’ support plunges when Americans told of negative side effects: poll,"Americans broadly support a “Medicare-for-all” plan of the kind being pushed by a host of Democratic 2020 hopefuls, according to a recent poll -- but that support nosedives once they are informed that it may result in higher taxes or delays in receiving treatment."
"Jan 30, 2019",Cuomo brushes off criticism of New York abortion law: 'I'm not here to legislate religion',"Amid Catholic leaders' calls for excommunication, New York Governor Andrew Cuomo stands by the new state law that allows abortions to be performed by non-doctors up until the point of birth for many reasons. Cuomo, who said he doesn't ""represent"" the church of his self-professed faith, wants to go even further, not only codifying Roe v. Wade into state law but also in the constitution."
"Jan 30, 2019",Howard Schultz hits back at Dems decrying possible 2020 bid: They ‘need a little bit less caffeine’,"Former Starbucks CEO Howard Schultz, in an interview with Fox News, fired back Wednesday at Democrats who are fuming over the possibility he could launch an independent presidential bid and claiming such a move would boost President Trump in 2020. "
"Jan 30, 2019",Liz Peek: Democrats are afraid of Howard Schultz because they know he'll expose their empty promises,"Are Democrats worried that Howard Schultz might tell the truth about our fiscal position, and show voters how empty their promises truly are?"
"Jan 30, 2019",US falls in global corruption ranking report; Somalia and Syria are worst offenders,"The United States has dropped out of being one of the top twenty least corrupt countries in the world, according to annual global corruption report released Tuesday by Transparency International."
"Jan 30, 2019",'America's Got Talent' star Jackie Evancho reveals secret eating disorder battle,"""To this day, it's hard for me to admit I have an eating disorder."""
"Jan 30, 2019",Liberal Dems fret over ‘US backed coup’ in Venezuela against socialist dictator Maduro,Several liberal Democrats are speaking out against the Trump administration's stance against Venezuelan socialist dictator Nicolas Maduro -- even describing the support for opposition leader Juan Guaido as a “US backed coup” -- despite bipartisan support elsewhere for the administration's actions. 
"Jan 30, 2019","Venezuela’s Maduro open to negotiations with opposition, accuses Trump of ordering murder","Venezuela’s socialist leader Nicolas Maduro is holding firm in refusing to step down amid mounting political and international pressure, but said he is “willing to sit down” and negotiate with opposition leaders “for the sake of Venezuela’s peace and its future.”"
"Jan 30, 2019","Ashton Kutcher tweets his phone number, encourages fans to text him: ‘I miss having a real connection’","Actor Ashton Kutcher tweeted out a phone number on Tuesday asking his fans to text him, saying he misses “having a real connection.”"
"Jan 30, 2019",Indiana school shooter’s parents deny responsibility as victim's family files lawsuit,The parents of a 13-year-old boy who opened fire in a suburban Indianapolis classroom say they could not foresee his actions and deny any responsibility for them.
"Jan 30, 2019",Celebrities mercilessly mock Howard Schultz's 2020 presidential ambitions,"Following the announcement by former Starbucks CEO Howard Schultz that he is giving serious consideration to an independent run for president in 2020, outspoken political celebrities far and wide have taken to social media to voice their displeasure with the news."
"Jan 30, 2019",Generational divide: Democrats’ 2020 field bares yawning age gap,The yawning age gap emerging in the Democratic 2020 field could force primary voters to choose between the party's old and new guards.
"Jan 30, 2019",Trump renews call for wall as Congress huddles on elusive border solution,"President Trump renewed his call Wednesday for a border wall to be part of a final government spending package, warning congressional negotiators that they are “wasting their time” if they don't include that funding. "
"Jan 30, 2019",NFL criticized for canceling Maroon 5 Super Bowl press conference amid protest controversy,The NFL made a quiet move to avoid answering for the ongoing controversy surrounding its Super Bowl LIII Halftime Show by revealing that Maroon 5 will not be holding a press conference before the game.
"Jan 30, 2019","Laura Ingraham: Trump, Republicans must get the facts out about disastrous socialist solutions",Even liberal bigwigs don't buy what Kamala Harris is selling.
"Jan 30, 2019",Tucker Carlson: Democrats want to crush Howard Schultz because he's a threat to the power they crave,Howard Schultz's sin is daring to consider running as a third party candidate.
"Jan 30, 2019","Sean Hannity: If Roger Stone’s arrest is a sign of things to come, we’ve lost our country. Say goodbye.  ","With all the people we know who lied to Congress – former Director of National Intelligence James Clapper, ex-CIA Director John Brennan, the folks who lied to the FISA court and years of scandals like Fast and Furious, IRS targeting conservatives and Hillary Clinton's missing emails, it's good to know the feds finally got their man."
"Jan 30, 2019",Patriots star Rob Gronkowski's suggestive remark to female reporter draws backlash,New England Patriots star Rob Gronkowski drew backlash Tuesday after making a sexually suggestive remark to a female reporter during Super Bowl Media Day.
"Jan 30, 2019",Escort says she made up Trump dirt story to help win release from Thai jail,"A Belarusian model, who said she had proof that President Trump’s campaign colluded with the Kremlin during the 2016 presidential election, has now backtracked and says she made up the claims."
"Jan 30, 2019",FOX NEWS FIRST: Dem division over health care for all; One Democrat's 2020 campaign already may be in trouble,"Plus, top Republican has shutdown advice for Pelosi"
"Jan 30, 2019","More troops heading to US-Mexico border, Pentagon says","The Pentagon will send several thousand more troops to the U.S.-Mexico border as the military prepares to expand efforts to improve security, defense officials announced Tuesday."
"Jan 30, 2019",Chris Christie tells Colbert that he would have been a better president than Trump,"Former New Jersey Governor Chris Christie told host Stephen Colbert on Tuesday's ""The Late Show"" that he would be a better president than Donald Trump."
"Jan 30, 2019",Deroy Murdock: AOC = DNC -- Ocasio-Cortez is pace car for Democrats' turbocharged race to the far left,"Rep. Alexandria Ocasio-Cortez has become, in essence the new leader of the Democratic Party and other Democrats are embracing some of her far-left positions."
"Jan 30, 2019",You've probably never heard of anti-competitive 'certificate of need' laws but they’re harming your health care,"Anti-competitive statutes, known as ""certificate of need"" (CON) laws, are driving up health care costs across the country. It's time to repeal them."
"Jan 30, 2019",Gen. Anthony Tata: Trump is right to keep all options on the table in Venezuela,The Trump administration is applying all of the right levers to achieve a favorable result for the people of Venezuela and the national security of the United States.
"Jan 30, 2019","Tightening alliance between Russia, China is ‘scariest’ part of US intel chiefs’ testimony: Byron York","The security assessment from top U.S. intelligence chiefs on Capitol Hill this week shed light on what could be a terrifying new alliance between Russia and China, Washington Examiner chief political correspondent Byron York argued Tuesday."
"Jan 30, 2019",Journalists now hate Twitter — because it exposes their excesses?,"The Twitter bubble shines an unflattering light on our preexisting conditions: herd mentality, superficiality, uninformed opinion-slinging and not-so-subtle bias."
"Jan 29, 2019",Eric Trump calls on his father to declare national emergency if negotiations fail,"Eric Trump, son of President Trump, in an interview on ""Hannity"" Tuesday, said he wants his father to declare a national emergency at the border if negotiations for a wall or barrier fall through. "
"Jan 29, 2019",Roger Stone: More FBI agents swarmed my home than security guards at Benghazi,"Roger Stone, the longtime adviser to President Trump, called last week's raid at his Fort Lauderdale home ""over-the-top,"" saying Tuesday that the FBI sent more men there than were used to ""protect our compound in Benghazi."" "
"Jan 29, 2019",Roger Stone: I'm not going to bear false witness against Trump like Michael Cohen,"Guests: Adam Green, Alfredo Ortiz, Victor Davis Hanson, Frank Luntz, Mike Huckabee, Roger Stone, Jim Breslo, Brian Claypool"
"Jan 29, 2019",How the House-Senate Conference Committee aims to avert another shutdown,The linchpin to avoiding another government shutdown in mid-February is a House-Senate conference committee on border security which publicly convenes Wednesday afternoon. Either the sides work out a deal or there is a serious risk of a government shutdown in a few weeks.
"Jan 29, 2019",Gutfeld on the Democrats freaking out over Howard Schultz,Democrats are right to be worried that former Starbucks CEO Howard Schultz will hand President Trump a victory in the 2020 election if he runs for president by splitting the anti-Trump vote.
"Jan 29, 2019",FBI under scrutiny for highly aggressive raid on Roger Stone's home,"Guests: : Eric Trump, Larry Elder, Lila Rose"
"Jan 29, 2019",DNC chairman Perez insists there's 'no philosophical debate' among Dems on health care principles,"Democratic National Committee chairman Tom Perez told Fox News' ""Special Report with Bret Baier"" on Tuesday that there is ""no philisophical debate"" in the party that universal health care is necessary, although he conceded there is no consensus on how to achieve that goal."
"Jan 29, 2019",Democrats tell Howard Schultz to stay away from presidential ambitions,"Guests: Jill Stein, Bernard Whitman, Jonathan Harris, Jon Summers, John Daniel Davidson, Dave Portnoy"
"Jan 29, 2019","Dr. Marc Siegel: Kamala Harris’ ‘Medicare-for-All’ plan plagued with problems, bad for patients","The 'Medicare-for-All"" plan proposed by Democratic presidential candidate Sen. Kamala Harris would cost trillions of dollars and cause many problems for patients and doctors."
"Jan 29, 2019",Los Angeles mayor Garcetti says he won't run for president in 2020,Los Angeles Mayor Eric Garcetti will not seek the Democratic presidential nomination in 2020.
"Jan 29, 2019","Models, influencers face legal trouble for promoting Fyre Festival","Guests: David Cicilline, Mark Meadows, Jerome Corsi, Rob O'Neill, Mark Eiglarsh"
"Jan 29, 2019","Scalise: Another shutdown inevitable without 'serious, credible' offer from Pelosi","House Minority Whip Steve Scalise told Fox News' ""Your World with Neil Cavuto"" on Tuesday that House speaker Nancy Pelosi needs to change her tone and start making ""credible"" compromises to avert another federal government shutdown over border wall funding."
"Jan 29, 2019",Is the US intelligence community at odds with President Trump?,"Guests: Tom Perez, Mara Liasson"
"Jan 29, 2019",Conservative leaders demand apology for media treatment of Covington students,The Media Research Center and 34 conservative leaders are demanding an apology from “the liberal media” for their rush to judgment about the videotaped encounter from Jan. 18 between the teens from Covington Catholic High School in Kentucky and Native Americans at the Lincoln Memorial.
"Jan 29, 2019",Trump campaign to sue Cliff Sims for violating non-disclosure agreement,Former White House staffer Cliff Sims pens tell-all about his 500 days in the Trump administration; reaction and analysis on 'The Five.'
"Jan 29, 2019","List of 95K ineligible voters on the rolls may be overstated, Texas State Department suggests","The Texas secretary of state confirmed on Tuesday that it is working with election officials to winnow down the list of tens of thousands of registered voters going back to 1996 that the state's attorney general said on Friday were noncitizens, after a fierce backlash from liberal groups that questioned the accuracy of the state's claims."
"Jan 29, 2019","Bloomberg takes swipe at Ocasio-Cortez, suggests 'Green New Deal' not 'realistic'","Former New York City Mayor Mike Bloomberg took aim not only at President Donald Trump but also some of his potential rivals for the Democratic presidential nomination, as well as progressive Rep. Alexandria Ocasio-Cortez, during a stop Tuesday in the state that holds the first primary in the race for the White House."
"Jan 29, 2019",McDonald's offers free bacon happy hour at select locations,"Guests: Alan Knuckman, Antjuan Seawright, Jillian Melchior, Nan Hayworth, John Lauro, Steve Scalise"
"Jan 29, 2019",Harris fumbles on health insurance,Will she be able to recover?
"Jan 29, 2019","‘Project Runway’ host Karlie Kloss gushes about husband Josh Kushner, married life: ‘It just feels different’",Karlie Kloss is having a blast in her new role as a wife.
"Jan 29, 2019",State of the Union 2019: The Trump economy is a success story not even his harshest critics can deny,"The economy is booming by nearly every meaningful measure, and the president has every right to take a large measure of credit for it at the State of the Union on February 5."
"Jan 29, 2019",New York is latest state pushing abortion laws amid fears Roe vs. Wade will be overturned,"New York, which passed a sweeping pro-choice law, is just the latest state to do so, as advocates say they fear the newly cemented Supreme Court with two Trump-nominated justices could overturn Roe v. Wade."
"Jan 29, 2019",Stacey Abrams chosen to give Democratic response to Trump's State of the Union,"Stacey Abrams, the former Georgia gubernatorial candidate and a rising star among Democrats, will deliver her party’s response to President Trump’s State of the Union address next week, Senate Minority Leader Chuck Schumer, D-N.Y., confirmed on Tuesday."
"Jan 29, 2019","Pete Davidson jokes about rehab, quitting Instagram while drinking beer","Pete Davidson let the jokes (and beer) flow during a recent trip to Utah ahead of the premiere of his comedy “Big Time Adolescence"" at the Sundance Film Festival."
"Jan 29, 2019",Manitoba mayor apologizes for vulgar statement involving Justin Trudeau and a pipeline 'pig',A Canadian mayor on Tuesday apologized to Prime Minister Justin Trudeau for saying he wanted to duct tape him to the front of a pipeline and sodomize him with a “pig” for his handling of the oil and gas industry
"Jan 29, 2019","ICE nabs dozens of illegal immigrants, some with sex crime convictions, in New York","Immigration and Customs Enforcement (ICE) announced Tuesday that it had nabbed 118 illegal immigrants in New York, more than 107 of whom were convicted criminals or had pending charges against them, and slammed local politicians for protecting them and putting the public in danger."
"Jan 29, 2019",ISIS recruitment drive in Somalia could prove 'massive threat to the US presence' in the region,"The expansion of the ISIS branch in Somalia poses a significant global threat, experts say."
"Jan 29, 2019",Chris Christie brushes off criticism that new book’s revelations betray Trump’s trust,"Former New Jersey Gov. Chris Christie responded Tuesday to claims that the revelations in his new book are “inappropriate” -- and took a swipe at former White House Chief Strategist Steve Bannon, calling him a “bad guy.”"
"Jan 29, 2019",Actor John Fugelsang condemns Christian Trump supporters as 'illiterate about Jesus' teachings',Actor John Fugelsang sounded off on Donald Trump and his supporters after the president shared a tweet advocating for teaching Bible Literacy classes in public schools.
"Jan 29, 2019","Spy chief says Russia will attempt to interfere in 2020, contradicts Trump on North Korea's denuclearization, ISIS defeat","Russia and other actors will attempt to interfere in the 2020 elections, U.S. intelligence agencies told Congress on Tuesday, saying such actors will use the tactics they deployed in the 2016 and 2018 campaigns."
"Jan 29, 2019",Flake will not challenge Trump in a 2020 Republican primary; joins CBS as contributor,"Former Sen. Jeff Flake, R-Ariz., announced Tuesday morning that he will not be challenging President Trump in a 2020 Republican primary."
"Jan 29, 2019","Mike Bloomberg, mulling 2020 bid, visits New Hampshire and says Trump is ‘failing at governing’","MANCHESTER, N.H. – Former New York City Mayor Mike Bloomberg took aim at President Trump during his first public stop during a two-day trip to New Hampshire, accusing the president of being a failure in both business and government."
"Jan 29, 2019","France will take back 130 former ISIS fighters jailed in Syria, report says","Around 130 French citizens believed to have joined ISIS in Syria will be repatriated to their home country, according to a new report by BFM TV."
"Jan 29, 2019",Roger Stone pleads not guilty to Mueller charges in federal court,"Former Trump political adviser Roger Stone on Tuesday pleaded not guilty to obstruction of justice, witness tampering and making false statements to Congress after being indicted last week as part of Special Counsel Robert Mueller’s Russia probe."
"Jan 29, 2019","Schultz, Sanders and Ocasio-Cortez: What these three people tell us about politics in 2019 (and beyond)","t seems counterintuitive, but there is a connection between Schultz, a polished former CEO of one of America’s most recognizable brands, and Sanders, a rumpled and gruff grandfatherly-like figure from Burlington, Vermont."
"Jan 29, 2019",Could China leave the US behind in AI 'arms race'?,It’s an arms race for the post-modern age.
"Jan 29, 2019","Trump claims author of White House tell-all was a ‘low level staffer,’ as campaign threatens lawsuit","President Trump on Tuesday lashed out at an ex-White House aide who published a tell-all book about the infighting and leaking among those who work for president, claiming staffer Cliff Sims was a “low level staffer” he barely knew."
"Jan 29, 2019",Cuba opens first church since start of communist rule with aid from Florida congregation,Cuba is opening its doors to the first Catholic church on the island since the 1959 Communist Revolution ushered in an era of atheism.
"Jan 29, 2019","40 people killed, some 850 detained in Venezuela amid ongoing anti-government protests, the UN says","The reignited anti-government demonstrations in Venezuela have led to the deaths of more than 40 people and the detention of some 850 people, including at least 77 minors, the United Nations’ human rights office said Tuesday."
"Jan 29, 2019",Mike Huckabee: New York's horrific new abortion law and Roe v. Wade are both built on the same lie,"The culture war over abortion is about what truth you choose to believe: Do our choices, convenience and personal happiness, matter more than a human life?"
"Jan 29, 2019","Frosh Dems rock Capitol boat with brash, confrontational style","Freshman Democratic Reps. Alexandria Ocasio-Cortez, Rashida Tlaib and Ilhan Omar are stoking controversy with comments they often have to walk back, clarify or defend from fact-checkers."
"Jan 29, 2019",Apple scrambles to fix FaceTime bug that lets people spy on you,"A bug in Apple devices that let callers listen in on others' microphones without their knowledge has been disabled after political leaders, business leaders and a number of media reports put pressure on the tech giant as it works to permanently solve the issue."
"Jan 29, 2019",North Koreans ordered to produce impossible amount of human manure every day to help save agriculture: report,North Korean dictator Kim Jong Un has commanded every citizen to turn over 200 pounds of human manure a day for fertilizer in an effort to revitalize the communist country’s struggling agriculture.
"Jan 29, 2019","Tomi Lahren: President Trump, do NOT let us down -- Build that wall. Make America safe again","President Trump. If wall funding isn’t accomplished in 3 weeks, will you hold true to your word? "
"Jan 29, 2019",'Huge selling point' for Kamala Harris is that she can go ‘crowd for crowd’ with Trump: Stirewalt,"Democratic presidential candidate Sen. Kamala Harris may be President Donald Trump’s toughest competitor going into 2020, Fox News politics editor Chris Stirewalt argued."
"Jan 29, 2019",FOX NEWS FIRST: Kamala Harris wants to take away your health plan; Roger Stone: Mueller wants to silence me,"Plus, DOJ targets Chinese tech giant"
"Jan 29, 2019",‘The Late Show’ mocks Roger Stone's arrest with ‘Cops’-style parody,Stephen’s Colbert’s “The Late Show” kicked off its Monday broadcast with a “Cops”-style segment on the arrest of Roger Stone – President Donald Trump’s former adviser who was taken into custody last week after federal authorities raided his home.
"Jan 29, 2019",Cal Thomas: Phony shutdown showdown shows cynical game-playing is what’s truly in charge in Washington,"President Trump failed to recognize that Democrats are the party of government and no one guards the power, cost and perks of government better than they do."
"Jan 29, 2019","Iran says its ballistic missile program non-negotiable, will continue to build","The Iranian regime said on Tuesday that it’s not interested in having talks with the U.S. and Europe concerning their ballistic missile program, but said that it won’t work increasing the missiles’ range – only the precision."
"Jan 29, 2019",Texas town’s environmental narcissism makes Al Gore happy while sticking its citizens with the bill,Political leaders in a college town in central Texas won wide praise from former Vice President Al Gore and the larger Green Movement when they decided to go “100 percent renewable” seven years ago.
"Jan 29, 2019","As Howard Schultz eyes 2020 run, Kamala Harris decries racial injustice",Howard Schultz may be consuming too much of his own caffeine if he thinks he has a shot at the presidency.
"Jan 28, 2019",Trump to make appearance in Super Bowl LIII pre-game coverage,"President Trump is scheduled to make an appearance during CBS's pre-game coverage of Super Bowl LIII on Sunday, coming back to the tradition after skipping last year's interview, a report said."
"Jan 28, 2019","Stephen Colbert rails into Trump over border wall miss, says definition of insanity is Trump","Stephen Colbert, the host of “The Late Show,” on Monday tore into President Trump for “folding like an origami swan” in negotiations over funding for his long-promised border wall, and said the president is threatening another shutdown and making the same demands."
"Jan 28, 2019","Trump warns Midwest about frigid temps,  asks global warming to 'please come back fast'","President Donald Trump on Monday mocked climate scientists as he jokingly pleaded for global warming to “come back fast, we need you!” while warning the Midwest of impending freezing temperatures."
"Jan 28, 2019","Howard Schultz, ex-Starbucks CEO, calls Ocasio-Cortez's ideas 'misinformed,' 'un-American'","Former Starbucks CEO Howard Schultz, who is seriously considering running a run for president as an Independent, called the billionaire-bashing ideas of Rep. Alexandria Ocasio-Cortez, D-N.Y., “misinformed” and “un-American” at the first stop of his book tour Monday night in New York City."
"Jan 28, 2019","Schultz heckled, called profanity at event day after announcing possible 2020 bid","Howard Schultz, the self-made billionaire and former CEO of Starbucks, was heckled Monday during an event at a New York City Barnes & Noble over fears that an independent run in 2020 would all but guarantee President Trump’s second term."
"Jan 28, 2019",Will 'Medicare for All' hurt working Americans?,"Guests: Mark Fuhrman, Bill Gavin, Gunther Sanabria, Alfredo Rodriguez, Ramin Oskoui, Andy Puzder, Mark Meadows, Mark Morgan"
"Jan 28, 2019","Trump slams 'Da Nang Dick' Blumenthal, questions why he's on Senate Judiciary after Vietnam scandal","President Trump attacked Sen. Richard Blumenthal, D-Conn., on Twitter Monday night, mockingly referring to him as ""Da Nang Dick"" and questioning his fitness to serve on the Senate Judiciary Committee in the wake of decade-old allegations of stolen valor related to Blumenthal's false claim that he fought in the Vietnam War."
"Jan 28, 2019","Roger Stone: Mueller will try to charge Trump, Pence with 'hoped-up frame of Russian collusion'",Former Trump adviser Roger Stone said in a Fox News interview Monday that the indictment brought against him as part of Special Counsel Robert Mueller's Russia investigation last week is really part of an attempt to silence him for his support of President Trump.
"Jan 28, 2019",Billionaire left-wing megadonor Tom Steyer holds Trump impeachment 'training day',"Billionaire liberal activist Tom Steyer continued his push to have President Trump impeached on Monday night, holding a ""training day"" for fellow activists and a town hall in Washington, D.C., aimed at reassuring skeptics on both sides of the political spectrum while also pressuring lawmakers to act immediately."
"Jan 28, 2019",New details of 2016 meeting with Trump dossier author conflict with Dems’ timeline,"New details contained in congressional transcripts and emails about a July 2016 meeting involving the author of the anti-Trump “dossier,” Justice Department official Bruce Ohr, and his wife, Nellie, appear to conflict with claims from Democrats -- and the co-founder of the firm behind the dossier -- that significant contacts did not occur until after the election."
"Jan 28, 2019",Roger Stone: I'm being targeted because they want to silence me,"Guests: Steve Scalise, Devin Nunes, Roger Stone, Chris Christie, Pam Bondi; Luke Rosiak"
"Jan 28, 2019",Washington Post reporter calls Trump supporters 'rubes' on podcast,"Washington Post national political correspondent Dave Weigel referred to President Trump's supporters in no uncertain terms as ""rubes"" during an appearance on a left-wing podcast Monday. "
"Jan 28, 2019",What's the relationship between the media and the Mueller investigation?,"Guests: Renea Perez, Jill Demanski, Kimberley Strassel, Michael Caputo, Mark Steyn, Buck Sexton, Glenn Greenwald, Richard Goodstein, Mike Rowe"
"Jan 28, 2019",Illegal immigrant accused in Nevada killings charged with 4 counts of murder,"A 19-year-old Salvadoran immigrant has been charged with murder in the deaths of four people in northern Nevada earlier this month, prosecutors announced Monday."
"Jan 28, 2019",Former Starbucks CEO considers running in 2020 as an independent,"Guests: Sean Spicer, Evan Bayh, Katie Hill, Jill Demanski, Renea Perez, Mollie Hemingway, Charlie Hurt, Gregg Jarrett, Trace Gallagher, Geraldo Rivera"
